post_uri,post_cid,author_handle,author_did,author_display_name,text,created_at,reply_count,repost_count,like_count,quote_count,hashtags,mentions,links,topic_label,query_used,author_topic_type,engagement
at://did:plc:kihy7dmsgcgkmzxr2bcgr3ec/app.bsky.feed.post/3mnvsytoqps2p,bafyreida7si6on5kce74356pugi5rxjwh473fkwl22i4zzzglijs3pnfda,cloudwall53.bsky.social,did:plc:kihy7dmsgcgkmzxr2bcgr3ec,"Dan, Red Wings fan",Still reeling from the pain of Boone ready to leave me for the first dude with a tennis ball at the dog park #dogs,2026-06-10 03:57:21.627000+00:00,0,0,3,0,['dogs'],[],[],tennis,tennis,tennis_only,3
at://did:plc:j3adf6a33tzkw3o7gbvhnymd/app.bsky.feed.post/3mnvslv6lls2y,bafyreigo5e43vkiabhcwwoluqyorvnej2ijd3eauzimd6j3o625stdhxgu,englit101.bsky.social,did:plc:j3adf6a33tzkw3o7gbvhnymd,Toronto151,One truly multi faceted individual from books to ballet to athletics…One wonders what you can do with a tennis racket in your hands😎😎😎,2026-06-10 03:50:06.995000+00:00,0,0,1,0,[],[],[],tennis,tennis,tennis_only,1
at://did:plc:jqwumbk44e6wnyag5uueauej/app.bsky.feed.post/3mnvsbfvlyt2u,bafyreighaf3k4zbgtkwvilrxyv7chqs6fb62mhnvxq2xaerput2nj7vytm,sophia-bennett.bsky.social,did:plc:jqwumbk44e6wnyag5uueauej,Sophia Bennett,"#Tennis WATCH: Serena Williams hugs husband Alexis Ohanian, daughters Olympia & Adira in emotional moment after Queen's Club opener win",,0,0,1,0,['tennis'],[],[],tennis,tennis,tennis_only,1
at://did:plc:ahaw772me6fwwlia6j3yaka5/app.bsky.feed.post/3mnvrmbents2j,bafyreigy4v6th3645juba2lix2iodulydvrhup56sv7mssiyksevflqlta,thefamican.bsky.social,did:plc:ahaw772me6fwwlia6j3yaka5,TheFamican (Doing my best🥺),Putting tennis balls on the horns of dueling goats so they can headbutt safely.,2026-06-10 03:32:26.035000+00:00,0,0,1,0,[],[],[],tennis,tennis,tennis_only,1
at://did:plc:ht6nj7wvu3y7ysrlwyc2iy5m/app.bsky.feed.post/3mnvrj24zju27,bafyreif7iwwvk7esrgfbh732ip7v5lzukv5e6pikdfakthnqowospvalf4,cronaca.bsky.social,did:plc:ht6nj7wvu3y7ysrlwyc2iy5m,,"Dal Roland Garros al Tennis Club Lavadore: Flavio Cobolli a Celle

https://www.europesays.com/it/531763/

Celle Ligure. Da Parigi a Celle il passo è stato breve. Dal Roland Garros al Tennis Club Lavadore.…",,0,0,0,0,[],[],['https://www.europesays.com/it/531763/'],tennis,tennis,tennis_only,0
at://did:plc:jto4obcodacyjy2qmrxagyag/app.bsky.feed.post/3mnvrirnkms23,bafyreibk3y3i26krrem4elrgzbyz6yamqmt7vcaf45omyxyfuavvqmmeeu,ctvnewsvancouver.bsky.social,did:plc:jto4obcodacyjy2qmrxagyag,CTV News Vancouver,"Paid tennis court pilot program ‘will destroy the community’ in Vancouver, local player says",,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:ht6nj7wvu3y7ysrlwyc2iy5m/app.bsky.feed.post/3mnvriamn6i2n,bafyreigavz5kz7ngsku22zuz6grvhuw2426r2jqn3ch4obknyd5duqnjam,cronaca.bsky.social,did:plc:ht6nj7wvu3y7ysrlwyc2iy5m,,"Mouratoglou torna sulla finale di Roland Garros: “Zverev non poteva perdere, Cobolli inconsciamente è sempre stato sotto all’avversario” – LiveTennis.it – Il portale italiano del tennis

https://www.europesays.com/it/531779/

Mouratoglou torna sulla finale di Roland Garros: “Zverev non poteva …",,0,0,0,0,[],[],['https://www.europesays.com/it/531779/'],tennis,tennis,tennis_only,0
at://did:plc:2tt3qu7kbqi73ol3i2b2ed5m/app.bsky.feed.post/3mnvqzzvlac2n,bafyreigbqe4d54dagezznkbdh2fiuunpxgcbyun5idsmq4ocxml4nktvy4,oidvoid.bsky.social,did:plc:2tt3qu7kbqi73ol3i2b2ed5m,,"The reason those games are so well remembered is because they were games you can play with anyone including people who dont care about videogames
Some parents may not care about playing Smash Bros or smth, but tell them to get up and play tennis or bowling, suddenly you have a family game night",2026-06-10 03:22:14.221000+00:00,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:d4of55mhkzue3r36cuapqoft/app.bsky.feed.post/3mnvqx7lnp222,bafyreicyr3mgej4lgyiemsu6nzdcf34vazmr2dlkf3dixezjbqd6puxpuu,logophobe.bsky.social,did:plc:d4of55mhkzue3r36cuapqoft,"logo, #1 minnesota patriot",Finally watching Fonseca vs. Djokovic and whew christ now THIS is tennis,2026-06-10 03:20:39.524000+00:00,1,0,3,0,[],[],[],tennis,tennis,tennis_only,4
at://did:plc:7gutpnct4tfbjkccv3mjoirm/app.bsky.feed.post/3mnvqtblalk2k,bafyreictyxrqj3wv46gc5gfrqavwg4w3i7n4yjdttou3qhmnojdwbg66ya,mudron.bsky.social,did:plc:7gutpnct4tfbjkccv3mjoirm,Bill Mudron,"Though, Nintendo really can't rely on casuals to give the Switch 2 a Wii-caliber boost with stuff like an upteenth Tennis/Bowling game since, if the economic crash of 2009 taught Nintendo anything, it's that casuals will stop buying Nintendo stuff in a heartbeat when money is tight.",2026-06-10 03:18:27.390000+00:00,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:d4of55mhkzue3r36cuapqoft/app.bsky.feed.post/3mnvqsrgy3c22,bafyreie3qnglezbpgupkan5wlcubx34vsnnqrsnpndwmh2v4sp6vs5omtm,logophobe.bsky.social,did:plc:d4of55mhkzue3r36cuapqoft,"logo, #1 minnesota patriot",Tennis is the most bourgeois sport and unfortunately I love it,2026-06-10 03:18:10.474000+00:00,1,0,10,0,[],[],[],tennis,tennis,tennis_only,11
at://did:plc:bzwlxyzyksuuc6uarw5vllez/app.bsky.feed.post/3mnvqmscsck2q,bafyreihb25lcyvvd2citnazmadh7gra2qwmolzuzw3xrewxgf3t4u6ndcy,nanoscopes.bsky.social,did:plc:bzwlxyzyksuuc6uarw5vllez,nano,mamushi doodle 🐍 love this guy,2026-06-10 03:14:50.053000+00:00,0,0,2,0,[],[],[],tennis,tennis,tennis_only,2
at://did:plc:igpjq77tv5m357het5mjzguf/app.bsky.feed.post/3mnvqj2fzws22,bafyreic5ec672dckenqkr3kvogcfxlrc26skb4omlsjnbqxfk5bvlkveiq,playitkul.bsky.social,did:plc:igpjq77tv5m357het5mjzguf,Play it Kul,"I went to state for tennis and have regularly handled 100+ mph serves, but a racket compared to a baseball bat is a HUGE difference.",2026-06-10 03:12:44.336000+00:00,1,0,2,0,[],[],[],tennis,tennis,tennis_only,3
at://did:plc:uyzpyopnkvyaytc4vcnhki4w/app.bsky.feed.post/3mnvqiscobq2x,bafyreidqqljer74t5w6vqe26ghfrpsik4r5s7ul226goq6rondgzjufmny,abestit.bsky.social,did:plc:uyzpyopnkvyaytc4vcnhki4w,L'ABESTIT,"À 44 ans, Serena Williams triomphe en double au Queen’s

L'ex-reine du tennis, de retour presque quatre ans après son dernier match, s'est imposée mardi 9 juin pour son retour sur les courts. L'Américaine Serena Williams l'a emporté en double, avec la Canadienne Victoria Mboko, au premier tour du…",,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:kupovap65ymcukivryof2ais/app.bsky.feed.post/3mnvq7hhpic2a,bafyreiaslaqsoic4kfg5z7rkfrwx2dm6ratz67qguj6qekiy5mjhv5l2lm,kindracotton.com,did:plc:kupovap65ymcukivryof2ais,Kindra Cotton,If I could do this: NO ONE WOULD BE SAFE! I'd be wacking EVERYBODY with a tennis ball 🎾 for the slightest infractions! Talk on speakerphone in public if you dare! 😏,2026-06-10 03:07:22.478000+00:00,0,2,3,0,[],[],[],tennis,tennis,tennis_only,5
at://did:plc:swv7e6g32xzgif5rctjq6hqi/app.bsky.feed.post/3mnvq6vbfp22r,bafyreicxlqbvdwavzre34yfpwgw4mvheyvvbe6oznk4taa5i5wiffmylje,joeytehwriter.bsky.social,did:plc:swv7e6g32xzgif5rctjq6hqi,Joseph,"""Are they making a New Mario Tho.""

Last Month, they released a Yoshi, the month before that, an expansion to Super Mario Bros Wonder + a Movie, the month before that, a Tennis Game, Last June and July they released a New Mario Kart and Donkey Kong.

Literally that Patrick Now I'm Gonna Starve Gif",2026-06-10 03:07:03.396000+00:00,0,0,1,0,[],[],[],tennis,tennis,tennis_only,1
at://did:plc:v2ngarazwfojwxhky3enb6ix/app.bsky.feed.post/3mnvpzzgtf226,bafyreidtucr6arpyusvwa3orw6ynzchbhoodfy7obzxtcxjtew5vria4am,dildo-baggins.bsky.social,did:plc:v2ngarazwfojwxhky3enb6ix,Tom Bombadildo,Dude needs to get his nose out of a worn-out tennis shoe and read the room once in a while,2026-06-10 03:04:19.997000+00:00,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:jqwumbk44e6wnyag5uueauej/app.bsky.feed.post/3mnvpzwzno42t,bafyreiedv6amap6qsndg5i742sryphgowj6ho7aoyzvk6n5nrnambvzeom,sophia-bennett.bsky.social,did:plc:jqwumbk44e6wnyag5uueauej,Sophia Bennett,"#Tennis 's-Hertogenbosch 2026 Day 3: Predictions ft. Ugo Humbert vs Benjamin Bonzi, Ajla Tomljanovic vs Jessica Bouzas Maneiro | Libema Open",,0,0,0,0,['tennis'],[],[],tennis,tennis,tennis_only,0
at://did:plc:xkvf52ac5yawh4e5wrnnrygz/app.bsky.feed.post/3mnvpuh2qa42o,bafyreicmb62dc3znp662itr3ixpz6jjuxcujguqojq2jhktl7dd4r5ythe,seilconnected.bsky.social,did:plc:xkvf52ac5yawh4e5wrnnrygz,SE Illinois Connected,Serena Williams returns to pro tennis: See how she did,2026-06-10 03:01:11.757000+00:00,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:2fiikorjntlayev4bxaapgol/app.bsky.feed.post/3mnvpsz2xjk2s,bafyreifvzlzl7ccptr4p5mo36zntiubguyq2mnjb2oavjwpleraufwukym,tennisbubu.bsky.social,did:plc:2fiikorjntlayev4bxaapgol,Tennis Diet,"Zverev achieved what he'd chased for years, a Grand Slam title in Paris … and his past came knocking, too. 

Zverev walked out of his interview with L'Équipe after a reporter brought up the domestic abuse allegations.

“I think we should stop, it's better this way.""

www.espn.co.uk/tennis/story...",2026-06-10 03:00:24.727000+00:00,0,0,2,0,[],[],['https://www.espn.co.uk/tennis/story/_/id/39386940/alexander-zverev-assault-trial-domestic-abuse-charges-know'],tennis,tennis,tennis_only,2
at://did:plc:rpraomxl4qbdazg322vwsno4/app.bsky.feed.post/3mnvpsx6bbx2r,bafyreigybz5ey6uwbixzoxzwwqrwgowu62prmnqqppttn4kiysif3uvcsa,rawchili.bsky.social,did:plc:rpraomxl4qbdazg322vwsno4,RAWCHILI,"Matic Kriznik Earns ITA Regional Award Recognition

https://www.rawchili.com/5017558/

TUSCALOOSA, Ala. – Alabama men’s tennis Matic Kriznik was named Southern Regional ITA Player to Watch, the Intercollegiate…",,0,0,0,0,[],[],['https://www.rawchili.com/5017558/'],tennis,tennis,tennis_only,0
at://did:plc:dtg2oeh4jj3lmbcxyxl6nm34/app.bsky.feed.post/3mnvox3pdsv2j,bafyreigyq3uzkqtqy3as47xctl4wvhwyrhjkeow2c434r3vz6xestknttm,some-news.bsky.social,did:plc:dtg2oeh4jj3lmbcxyxl6nm34,News 📰,"After retiring in 2022, Williams is returning to pro tennis at the HSBC Championships in London on June 9, playing doubles with Victoria Mboko.",2026-06-10 02:44:47.878756+00:00,0,0,2,0,[],[],[],tennis,tennis,tennis_only,2
at://did:plc:ej24slly4aln2yaigg4pm4xm/app.bsky.feed.post/3mnvopqqr3k2p,bafyreig6nxfiakdq4r6vcq4utjfxdrcphfeqfcjoimz2qhnxe6v2szkrk4,kyh9.bsky.social,did:plc:ej24slly4aln2yaigg4pm4xm,Kyh9,"Also weird because if you wanted a Nintendo platformer, you got DK Bananza last year.  If you wanted a racing game, you got TWO great ones last year.  Action game or Zelda representation?  Age of Imprisonment.  We just got one of the better Mario Tennis games too.",2026-06-10 02:40:41.599000+00:00,1,0,1,0,[],[],[],tennis,tennis,tennis_only,2
at://did:plc:niqnrgrc52zdgyvrb7hoal4d/app.bsky.feed.post/3mnvobt5wow2l,bafyreicanmsdn2wzjfd6dokssbqvzd57j6ieo4gz34rr3qzhb2qpwbniiu,the-express.com,did:plc:niqnrgrc52zdgyvrb7hoal4d,The Express US,Serena Williams asserted that winning is 'not important' to her as the tennis legend kick starts her professional comeback at next week's HSBC Championships.,2026-06-10 02:32:54.173000+00:00,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:r7eiytpwqhf42uyutifqvtcc/app.bsky.feed.post/3mnvo75yd522i,bafyreibgmjiwapceb2vnfq5yfve54q4bukli4sr3ghqvpzlktid742ns4m,sillysoaperboy.bsky.social,did:plc:r7eiytpwqhf42uyutifqvtcc,Sloan Rush,"Well, we are never going to see Marco's Tennis Center, but the sign is very nice. #GH",2026-06-10 02:31:25.046000+00:00,0,0,2,0,['gh'],[],[],tennis,tennis,tennis_only,2
at://did:plc:e3vzrnxvu5pduuq5de4d2hs4/app.bsky.feed.post/3mnvo5euyjk2p,bafyreie33zxc35eayzapjxqnbxazhqe6lphzimtrsw44h57apcz6fknfoy,dring-batman.bsky.social,did:plc:e3vzrnxvu5pduuq5de4d2hs4,Natural born Batman,"Wer soll diesen Tennis-Kasper denn noch wählen?
Niemand bei klarem Verstand sollte so einem Dilettanten nochmal an die Macht verhelfen.",2026-06-10 02:30:25.174000+00:00,1,0,6,0,[],[],[],tennis,tennis,tennis_only,7
at://did:plc:ht6nj7wvu3y7ysrlwyc2iy5m/app.bsky.feed.post/3mnvo5bnuy42a,bafyreigxdzkjzq6sfsumbyel3wqdhpjenlhwzid7f7okqyxa4hhvjuyqx4,cronaca.bsky.social,did:plc:ht6nj7wvu3y7ysrlwyc2iy5m,,"US Open 2026, cambia ancora il torneo di doppio misto: introdotte le qualificazioni

https://www.europesays.com/it/531708/

Cambia ancora il torneo di doppio misto degli US Open di tennis: nel 2026, infatti, verranno disputate le…",,0,0,0,0,[],[],['https://www.europesays.com/it/531708/'],tennis,tennis,tennis_only,0
at://did:plc:qlsttpeemclkl5u3wl7ibcn2/app.bsky.feed.post/3mnvo4hnnuc2l,bafyreiadtlwxnpfr4zeb3sd7v7uyf6copymkqodrs3cm5tdz22l6bvvetu,spursyflo.bsky.social,did:plc:qlsttpeemclkl5u3wl7ibcn2,Flosey,"That’s why I love watching most sports, particularly athletics, tennis, etc… man, I jump every high jump, every hurdle, I triple jump with the best, produce triple loop axel leaps on ice, winning backhand slice at Wimbledon, pole vault higher than the Swedish chap. Honestly, I’m exhausted by the end",2026-06-10 02:29:54.525000+00:00,0,0,0,0,[],[],[],tennis,tennis,tennis_only,0
at://did:plc:asgnepdxq5bodl6pg3pdwz55/app.bsky.feed.post/3mnvnxhcqfs2o,bafyreihb72nc4igkflvzhkuzuhd4vyitmzztbfjenzgitczzhuqmse6r2m,edwinjdavies.bsky.social,did:plc:asgnepdxq5bodl6pg3pdwz55,Edwin Davies,Incredible comeback for Alex against Joanna in the tennis challenge in last week’s Taskmaster. As soon as she dumped the whole bucket I thought she had it sewn up.,2026-06-10 02:27:06.396000+00:00,0,0,1,0,[],[],[],tennis,tennis,tennis_only,1
at://did:plc:jqwumbk44e6wnyag5uueauej/app.bsky.feed.post/3mnvnqlqpoo2j,bafyreiegavhrpqryfax24rno44ujveinvx3eee2ycvgtzamj6zfs2czzt4,sophia-bennett.bsky.social,did:plc:jqwumbk44e6wnyag5uueauej,Sophia Bennett,"#Tennis ""My kids are out of school"" - Serena Williams makes honest admission in show-stopping Queen's Club comeback",,0,0,0,0,['tennis'],[],[],tennis,tennis,tennis_only,0
at://did:plc:dtg2oeh4jj3lmbcxyxl6nm34/app.bsky.feed.post/3mnvno4rq752a,bafyreidw4uqpp2f5hysx22yqzvkpm56nvdft3xvjhxlnwimqe74t4mp2la,some-news.bsky.social,did:plc:dtg2oeh4jj3lmbcxyxl6nm34,News 📰,"After nearly four years away from professional tennis, Serena Williams has made a winning return at Queen’s Club.",2026-06-10 02:21:53.271995+00:00,0,0,1,0,[],[],[],tennis,tennis,tennis_only,1
at://did:plc:rbyc57pzs4rtqumqrupqx35w/app.bsky.feed.post/3mnvnjjkkck2z,bafyreigiuvp4xbvp7elk6ocdwjtt6gsdeqwva3bbquqknajc343ol4rf7y,igotarock2.bsky.social,did:plc:rbyc57pzs4rtqumqrupqx35w,Tax the Churches 👊🇺🇸🔥,"I love Serena. I have mad respect for tennis and love the game!

I’m confused about this comeback.  Sadly.",2026-06-10 02:19:18.986000+00:00,1,0,0,0,[],[],[],tennis,tennis,tennis_only,1
at://did:plc:skraz6fdfcu3puh2r3qarho7/app.bsky.feed.post/3mnvncgask22b,bafyreibc6zgmajnl34hmembo6rkx7oyzo5u44agmzs7cslp6n6qvcko5se,lgbettea.bsky.social,did:plc:skraz6fdfcu3puh2r3qarho7,tea 🫖🍉,"And the tennis court was covered up with some tent like thing 👀🏓🎾

Taylor & Travis went to the US Open
Ariana & Jonathan went to Wimbledon 
Dianna & a woman idk went to Roland Garros
Chloe Grace Moretz, Sarah snook, Joseph Zada (haymitch) & Liam hemsworth went to Aus Open

bsky.app/profile/idkm...",2026-06-10 02:15:20.624000+00:00,1,0,3,0,[],[],['https://bsky.app/profile/idkman159.swifties.social/post/3mnvl62juuc2l'],tennis,tennis,tennis_only,4
at://did:plc:zkg2dafla5bza5dhlrwbqdlf/app.bsky.feed.post/3mnvnbkuy6c22,bafyreih4pkf2nauccctyl24mdkivglbxa2cdpxnngjh6wdeiffdbzvv6tu,junkywithamonke.bsky.social,did:plc:zkg2dafla5bza5dhlrwbqdlf,Ashy Slashy,"he dances divinely and is good at tennis... he's better than you in every way possible... but I picked you
#FrightClub",2026-06-10 02:14:51.941000+00:00,0,0,5,0,['frightclub'],[],[],tennis,tennis,tennis_only,5
at://did:plc:wr6xczc352potpaqkqqrj4ys/app.bsky.feed.post/3mnvn77a5es2n,bafyreig77gobqpzrfias3o52sujeiljxga2z3ve4dravsbsy45f4wwupmq,geestack.bsky.social,did:plc:wr6xczc352potpaqkqqrj4ys,,this is the song in my head when i play tennis youtu.be/_6FBfAQ-NDE,2026-06-10 02:13:32.616000+00:00,0,0,2,0,[],[],['https://youtu.be/_6FBfAQ-NDE'],tennis,tennis,tennis_only,2
at://did:plc:xvo7gsaojuuuxc6rlw374pls/app.bsky.feed.post/3mnvn3hmolg2r,bafyreif6bvvmfdmr3k4esl4exq53vpcpsjuvxvrdnniivehvbkdlbmslu4,judgement-bot.bsky.social,did:plc:xvo7gsaojuuuxc6rlw374pls,Alethekanon,"The Breakdown & Plane Error:
There is no plane error here. The WHO (Serena), WHAT (tennis), and EFFECT (victory) are perfectly aligned. The action is transparent and the outcome is consistent with the effort.",2026-06-10 02:11:26.958629+00:00,1,0,0,0,[],[],[],tennis,tennis,tennis_only,1
at://did:plc:jqwumbk44e6wnyag5uueauej/app.bsky.feed.post/3mnvmacp4ap2w,bafyreiekwv4nxbkcme4kir2iybqdfz5nwcgi4yqn3cuc6h55pan7h2pl5q,sophia-bennett.bsky.social,did:plc:jqwumbk44e6wnyag5uueauej,Sophia Bennett,#Tennis Nick Kyrgios' new girlfriend sends sweet message to Aussie after winning comeback at Stuttgart Open,,0,0,0,0,['tennis'],[],[],tennis,#tennis,tennis_only,0
at://did:plc:tnt5vtar542vlzuwsbljden3/app.bsky.feed.post/3mnvlpyglr224,bafyreigcz5t3drrbjdct4r53kr7hldtr3xwqdb4xb3xctsob6ahds73wo4,keithstein65.bsky.social,did:plc:tnt5vtar542vlzuwsbljden3,Keith Stein,"+2 units won today in #ITF #tennis, +3.13 units for all sports in June.
mybet.substack.com/p/sports-bet...
🎾Sena Yoon
🎾Carolina Gomez",2026-06-10 01:47:08.428000+00:00,0,0,0,0,"['itf', 'tennis']",[],['https://mybet.substack.com/p/sports-betting-log'],tennis,#tennis,tennis_only,0
at://did:plc:jqwumbk44e6wnyag5uueauej/app.bsky.feed.post/3mnvkq2lbui26,bafyreigeotnwrf3f335gb5ftnkxqhmamzqbcjk6yysl2qpetrde32bptxa,sophia-bennett.bsky.social,did:plc:jqwumbk44e6wnyag5uueauej,Sophia Bennett,#Tennis Boris Becker lost for words as Alexander Zverev refuses to answer domestic abuse allegation questions at French Open,,1,0,0,0,['tennis'],[],[],tennis,#tennis,tennis_only,1
at://did:plc:jqwumbk44e6wnyag5uueauej/app.bsky.feed.post/3mnvihd6meh2u,bafyreiad5o5rujxdvabuieb5dm5j3rlx36hpdaq4edhgvvrpq7kfzbjafa,sophia-bennett.bsky.social,did:plc:jqwumbk44e6wnyag5uueauej,Sophia Bennett,"#Tennis Victoria Mboko vs Karolina Pliskova preview, head-to-head, odds, prediction & betting tips | Queen's Club Championships 2026",,0,0,0,0,['tennis'],[],[],tennis,#tennis,tennis_only,0
at://did:plc:jqwumbk44e6wnyag5uueauej/app.bsky.feed.post/3mnvgx4apzt2b,bafyreihhp4jzu6eksaqius4tlgujhidh2njbiygwx6xt6b2qdvvlq4spra,sophia-bennett.bsky.social,did:plc:jqwumbk44e6wnyag5uueauej,Sophia Bennett,"#Tennis Amanda Anisimova vs Laura Siegemund preview, head-to-head, odds, prediction & betting tips | Queen's Club Championships 2026",,0,0,0,0,['tennis'],[],[],tennis,#tennis,tennis_only,0
at://did:plc:x6d322n3geelh5ifbvoj53su/app.bsky.feed.post/3mnvg2ibpvs2n,bafyreiew3b36fkpnutjz57l6gi4ruzhmuhkt7cqoow4nod3tqmqbbogbka,mark1t.bsky.social,did:plc:x6d322n3geelh5ifbvoj53su,,"Serena Williams & Victoria Mboko
#WTA
#tennis",2026-06-10 00:05:38.140000+00:00,0,2,11,0,"['tennis', 'wta']",[],[],tennis,#tennis,tennis_only,13
at://did:plc:6dogihoiskbz3flxsifm22eq/app.bsky.feed.post/3mnvfsjlz5c24,bafyreidj7xw2nk7ujqdcll5w5w7h6hywrjbm77l52k7bnu6evy35u52ndu,emarktaylor.bsky.social,did:plc:6dogihoiskbz3flxsifm22eq,Mark Taylor,🎾  #Tennis  😆,2026-06-10 00:01:11.221000+00:00,1,0,5,0,['tennis'],[],[],tennis,#tennis,tennis_only,6
at://did:plc:fafoyafpfx2ize33fk7qe65s/app.bsky.feed.post/3mnvgwggpnar2,bafyreidnfxd3nvqwsjgb3yrlmbfrje2fql5b42dvbjpjzfozeqmpwdeybm,2rzikkbou3ntafnir2qmmse0gwz.activitypub.awakari.com.ap.brid.gy,did:plc:fafoyafpfx2ize33fk7qe65s,2rZiKKbOU3nTafniR2qMMSE0gwZ,"

#Streaming #(Reviews) #Sports #Reviews #insider-reviews #reviews-rit-ads #limited-synd #tennis

Origin | Interest | Match",2026-06-09 23:06:58+00:00,0,0,1,0,"['(reviews)', 'insider', 'insider-reviews', 'limited', 'limited-synd', 'reviews', 'reviews-rit-ads', 'sports', 'streaming', 'tennis']",[],"['https://www.businessinsider.com/guides/streaming/where-to-watch-queens-tennis-hsbc-championships-2026', 'https://awakari.com/sub-details.html?id=2rZiKKbOU3nTafniR2qMMSE0gwZ', 'https://awakari.com/pub-msg.html?id=9DgBft34JBrrFkh4W6VUZUzExFI&interestId=2rZiKKbOU3nTafniR2qMMSE0gwZ']",tennis,#tennis,tennis_only,1
at://did:plc:wozjx2gonfaqk7l6jdezjtpz/app.bsky.feed.post/3mnv2djeyss27,bafyreie3slyqe765fwbmjiccux5nb23cd4nw2kr6yyxj7m4ikztbodxv5y,tenniscinqmars.bsky.social,did:plc:wozjx2gonfaqk7l6jdezjtpz,TennisCinqMars,"Plus d'informations sur le site du club !
▶🔗
www.tenniscinqmars.com/saison-2025-...

A vos inscriptions !✍️

Prêts ?

Partez !🚦

#adhésion #cinqmarslapile #tennis #cdt37 #liguetenniscentre",2026-06-09 20:35:53.969000+00:00,0,0,0,0,"['adhésion', 'cdt37', 'cinqmarslapile', 'liguetenniscentre', 'tennis']",[],['https://www.tenniscinqmars.com/saison-2025-2026/actualites-du-club/adhesion-20262027-1256441'],tennis,#tennis,tennis_only,0
at://did:plc:it6yfzovkk6ynwpf2nm3g35b/app.bsky.feed.post/3mnv236l6d32o,bafyreianjofh5wxjqpljmrue5vj4xuz4ybveubgu6yfzl4linvs3ujergq,hottennisbabes.bsky.social,did:plc:it6yfzovkk6ynwpf2nm3g35b,Tennis Babes,"Renata Zarazua shapes Mexican tennis history. 🎾 Known for her distinct style and career highlights, she represents a new generation. Her journey reflects dedication on the WTA tour. #Tennis #Mexico #Sports #RenataZarazua
https://hottennisbabes.com/renata-zarazua/?utm_source=bluesky&utm_medium=soc",,0,0,0,0,"['mexico', 'renatazarazua', 'sports', 'tennis']",[],['https://hottennisbabes.com/renata-zarazua/?utm_source=bluesky&utm_medium=soc'],tennis,#tennis,tennis_only,0
at://did:plc:nf6iyu7mxro74uqq3cfl2lk7/app.bsky.feed.post/3mnuzzxa7qk2e,bafyreia4vqn5ljwwd5anrrlnd43vss3kdtlbhyvhy6uuyidmxjpyogu7w4,nextrally.app,did:plc:nf6iyu7mxro74uqq3cfl2lk7,NextRally,"Me, every single week since May: ""I'll restring next week.""

#stringlog #tennis",2026-06-09 20:30:35.363000+00:00,0,0,0,0,"['stringlog', 'tennis']",[],[],tennis,#tennis,tennis_only,0
at://did:plc:p4cbffibyzy6jlf47gw6pxdg/app.bsky.feed.post/3mnuyeihatv2t,bafyreief4bsqmpp6fkgm7pvvjfavygzqkfnmkn7up2opglppxssedufisi,supertennisnews.bsky.social,did:plc:p4cbffibyzy6jlf47gw6pxdg,Super.tennis,"Fans Call for Jim Courier's Return After McEnroe's Commentary Blunders

https://super.tennis/news/2026-06-09-fans-call-for-jim-courier-s-return-after-mcenroe-s-commentary-blunders/

#tennis #news #tennisnews #AlexanderZverev",2026-06-09 20:00:41.453000+00:00,1,0,2,0,"['alexanderzverev', 'news', 'tennis', 'tennisnews']",[],['https://super.tennis/news/2026-06-09-fans-call-for-jim-courier-s-return-after-mcenroe-s-commentary-blunders/'],tennis,#tennis,tennis_only,3
at://did:plc:xrvfs2bdj67zddpj6jhivoro/app.bsky.feed.post/3mnuwjxd2gp2i,bafyreihpmgefulrvsfd2rybph4h4luyo3yqdj6ykt2q67xsi4vpwlneazy,eurosport.stadio.top,did:plc:xrvfs2bdj67zddpj6jhivoro,Eurosport IT,"I consigli di Fabio per Cobolli 🫂🇮🇹

#Tennis #Fognini #Cobolli",2026-06-09 19:27:57.290240+00:00,0,0,0,0,"['cobolli', 'fognini', 'tennis']",[],[],tennis,#tennis,tennis_only,0
at://did:plc:2muafgkp6xyt26b5deviz6zb/app.bsky.feed.post/3mnuvf4yawl2t,bafyreia77e7i3p73qbqjutx4mxoih47kox52ckhehhqnzizfuyhzes4x5u,pressebot.bsky.social,did:plc:2muafgkp6xyt26b5deviz6zb,Pressebot,"📰 <person>Serena Williams</person> réussit un retour gagnant à 44 ans au Queen's
La légende du tennis Serena Williams a effectué un retour remarqué sur les courts à 44 ans, en remportant son match de double au tournoi...

#tennis #Queens #retour #RevueDePresse

🔗 https://pressebot.fr/revue/9038",2026-06-09 19:07:20.748000+00:00,0,0,0,0,"['queens', 'retour', 'revuedepresse', 'tennis']",[],['https://pressebot.fr/revue/9038'],tennis,#tennis,tennis_only,0
